Timestamp (s),Position (mm),Force (N),Torque,Stage
1539655261.962507,-1.6359,4.3426908000000015,0,1
1539655261.9799628,-1.6358,4.3426908000000015,0,1
1539655262.010869,-1.6358,4.3426908000000015,0,1
1539655262.042795,-1.6357,4.300205652000002,0,1
1539655262.07482,-1.6356,4.3426908000000015,0,1
1539655262.106667,-1.6355,4.300205652000002,0,1
1539655262.1240692,-1.6354,4.3426908000000015,0,1
1539655262.155055,-1.6354,4.300205652000002,0,1
1539655262.186696,-1.6354,4.385175948,0,1
1539655262.203542,-1.6353,4.3426908000000015,0,1
1539655262.235015,-1.6352,4.385175948,0,1
1539655262.2668312,-1.6351,4.385175948,0,1
1539655262.298708,-1.6351,4.3426908000000015,0,1
1539655262.3159308,-1.635,4.3426908000000015,0,1
1539655262.3468878,-1.6349,4.3426908000000015,0,1
1539655262.378777,-1.6349,4.3426908000000015,0,1
1539655262.395783,-1.6348,4.3426908000000015,0,1
1539655262.427362,-1.6347,4.3426908000000015,0,1
1539655262.45917,-1.6347,4.300205652000002,0,1
1539655262.490796,-1.6346,4.385175948,0,1
1539655262.508063,-1.6345,4.300205652000002,0,1
1539655262.5390542,-1.6345,4.3426908000000015,0,1
1539655262.571035,-1.6344,4.3426908000000015,0,1
1539655262.603001,-1.6344,4.385175948,0,1
1539655262.634884,-1.6343,4.300205652000002,0,1
1539655262.6525571,-1.6342,4.385175948,0,1
1539655262.683133,-1.6341,4.300205652000002,0,1
1539655262.7151859,-1.634,4.3426908000000015,0,1
1539655262.747414,-1.634,4.385175948,0,1
1539655262.778968,-1.634,4.3426908000000015,0,1
1539655262.79574,-1.6338,4.300205652000002,0,1
1539655262.827251,-1.6338,4.300205652000002,0,1
1539655262.859309,-1.6338,4.385175948,0,1
1539655262.89171,-1.6337,4.3426908000000015,0,1
1539655262.923257,-1.6337,4.3426908000000015,0,1
1539655262.955302,-1.6336,4.3426908000000015,0,1
1539655262.987284,-1.6335,4.385175948,0,1
1539655263.0193012,-1.6334,4.385175948,0,1
1539655263.0512981,-1.6333,4.385175948,0,1
1539655263.0831602,-1.6333,4.385175948,0,1
1539655263.100045,-1.6332,4.3426908000000015,0,1
1539655263.131525,-1.6332,4.385175948,0,1
1539655263.1633532,-1.6331,4.300205652000002,0,1
1539655263.1801789,-1.633,4.3426908000000015,0,1
1539655263.211315,-1.633,4.385175948,0,1
1539655263.228172,-1.6329,4.300205652000002,0,1
1539655263.259257,-1.6329,4.3426908000000015,0,1
1539655263.2765381,-1.6328,4.3426908000000015,0,1
1539655263.3075159,-1.6328,4.3426908000000015,0,1
1539655263.3393521,-1.6327,4.385175948,0,1
1539655263.35602,-1.6326,4.3426908000000015,0,1
1539655263.3876421,-1.6326,4.3426908000000015,0,1
1539655263.419631,-1.6326,4.3426908000000015,0,1
1539655263.451772,-1.6325,4.300205652000002,0,1
1539655263.483642,-1.6324,4.3426908000000015,0,1
1539655263.515771,-1.6323,4.3426908000000015,0,1
1539655263.547552,-1.6322,4.300205652000002,0,1
1539655263.579801,-1.6322,4.3426908000000015,0,1
1539655263.61154,-1.6322,4.3426908000000015,0,1
1539655263.643522,-1.6321,4.3426908000000015,0,1
1539655263.6611772,-1.632,4.385175948,0,1
1539655263.691812,-1.6319,4.385175948,0,1
1539655263.723938,-1.6319,4.385175948,0,1
1539655263.7556322,-1.6319,4.300205652000002,0,1
1539655263.7877219,-1.6318,4.3426908000000015,0,1
1539655263.819732,-1.6317,4.385175948,0,1
1539655263.851566,-1.6316,4.3426908000000015,0,1
1539655263.8689559,-1.6316,4.3426908000000015,0,1
1539655263.900299,-1.6315,4.385175948,0,1
1539655263.931796,-1.6315,4.300205652000002,0,1
1539655263.963902,-1.6315,4.3426908000000015,0,1
1539655263.995799,-1.6314,4.3426908000000015,0,1
1539655264.012574,-1.6313,4.3426908000000015,0,1
1539655264.0441,-1.6313,4.300205652000002,0,1
1539655264.075695,-1.6312,4.300205652000002,0,1
1539655264.09236,-1.6312,4.3426908000000015,0,1
1539655264.1238568,-1.6312,4.300205652000002,0,1
1539655264.155998,-1.6311,4.3426908000000015,0,1
1539655264.188009,-1.631,4.300205652000002,0,1
1539655264.21991,-1.631,4.385175948,0,1
1539655264.252047,-1.6309,4.3426908000000015,0,1
1539655264.284013,-1.6308,4.3426908000000015,0,1
1539655264.315846,-1.6308,4.385175948,0,1
1539655264.3328168,-1.6308,4.3426908000000015,0,1
1539655264.364015,-1.6307,4.385175948,0,1
1539655264.39594,-1.6307,4.385175948,0,1
1539655264.4128692,-1.6306,4.3426908000000015,0,1
1539655264.4441779,-1.6305,4.300205652000002,0,1
1539655264.476015,-1.6305,4.300205652000002,0,1
1539655264.492994,-1.6304,4.3426908000000015,0,1
1539655264.5241642,-1.6304,4.300205652000002,0,1
1539655264.5562801,-1.6304,4.3426908000000015,0,1
1539655264.5881522,-1.6303,4.3426908000000015,0,1
1539655264.620115,-1.6302,4.385175948,0,1
1539655264.6522229,-1.6302,4.385175948,0,1
1539655264.684185,-1.6301,4.385175948,0,1
1539655264.716214,-1.6301,4.3426908000000015,0,1
1539655264.7484002,-1.63,4.385175948,0,1
1539655264.78035,-1.63,4.3426908000000015,0,1
1539655264.8122811,-1.6299,4.3426908000000015,0,1
1539655264.844312,-1.6299,4.385175948,0,1
1539655264.8763578,-1.6298,4.385175948,0,1
1539655264.9082859,-1.6297,4.3426908000000015,0,1
1539655264.940188,-1.6297,4.300205652000002,0,1
1539655264.9575198,-1.6297,4.300205652000002,0,1
1539655264.988394,-1.6296,4.300205652000002,0,1
1539655265.0054169,-1.6296,4.300205652000002,0,1
1539655265.0364769,-1.6295,4.3426908000000015,0,1
1539655265.0684469,-1.6294,4.3426908000000015,0,1
1539655265.100428,-1.6294,4.3426908000000015,0,1
1539655265.1323578,-1.6294,4.385175948,0,1
1539655265.1492229,-1.6293,4.300205652000002,0,1
1539655265.1805592,-1.6293,4.3426908000000015,0,1
1539655265.2125618,-1.6292,4.3426908000000015,0,1
1539655265.244462,-1.6292,4.300205652000002,0,1
1539655265.261145,-1.6291,4.3426908000000015,0,1
1539655265.292692,-1.629,4.300205652000002,0,1
1539655265.324426,-1.629,4.3426908000000015,0,1
1539655265.341472,-1.629,4.3426908000000015,0,1
1539655265.372586,-1.629,4.300205652000002,0,1
1539655265.4048262,-1.6289,4.3426908000000015,0,1
1539655265.436844,-1.6288,4.3426908000000015,0,1
1539655265.468538,-1.6288,4.385175948,0,1
1539655265.4857569,-1.6288,4.300205652000002,0,1
1539655265.5166929,-1.6287,4.3426908000000015,0,1
1539655265.548621,-1.6287,4.3426908000000015,0,1
1539655265.5807621,-1.6286,4.300205652000002,0,1
1539655265.612606,-1.6286,4.3426908000000015,0,1
1539655265.62942,-1.6285,4.3426908000000015,0,1
1539655265.660758,-1.6285,4.3426908000000015,0,1
1539655265.692735,-1.6284,4.3426908000000015,0,1
1539655265.724666,-1.6284,4.300205652000002,0,1
1539655265.741859,-1.6283,4.3426908000000015,0,1
1539655265.7729862,-1.6283,4.300205652000002,0,1
1539655265.804734,-1.6283,4.300205652000002,0,1
1539655265.821988,-1.6283,4.300205652000002,0,1
1539655265.85279,-1.6282,4.3426908000000015,0,1
1539655265.8693812,-1.6282,4.385175948,0,1
1539655265.900929,-1.6281,4.300205652000002,0,1
1539655265.932943,-1.6281,4.3426908000000015,0,1
1539655265.96506,-1.628,4.3426908000000015,0,1
1539655265.996916,-1.628,4.3426908000000015,0,1
1539655266.028866,-1.6279,4.385175948,0,1
1539655266.061051,-1.6279,4.300205652000002,0,1
1539655266.092845,-1.6279,4.3426908000000015,0,1
1539655266.109856,-1.6279,4.3426908000000015,0,1
1539655266.140872,-1.6278,4.300205652000002,0,1
1539655266.1581109,-1.6278,4.300205652000002,0,1
1539655266.189259,-1.6278,4.3426908000000015,0,1
1539655266.221078,-1.6277,4.300205652000002,0,1
1539655266.253421,-1.6277,4.3426908000000015,0,1
1539655266.2849689,-1.6276,4.3426908000000015,0,1
1539655266.302229,-1.6276,4.3426908000000015,0,1
1539655266.333355,-1.6276,4.3426908000000015,0,1
1539655266.365547,-1.6276,4.3426908000000015,0,1
1539655266.397121,-1.6275,4.300205652000002,0,1
1539655266.429148,-1.6274,4.300205652000002,0,1
1539655266.461099,-1.6274,4.300205652000002,0,1
1539655266.493322,-1.6273,4.3426908000000015,0,1
1539655266.525249,-1.6273,4.300205652000002,0,1
1539655266.557423,-1.6272,4.300205652000002,0,1
1539655266.589398,-1.6272,4.3426908000000015,0,1
1539655266.6213288,-1.6272,4.3426908000000015,0,1
1539655266.6531892,-1.6272,4.3426908000000015,0,1
1539655266.670333,-1.6271,4.3426908000000015,0,1
1539655266.701557,-1.6271,4.300205652000002,0,1
1539655266.733232,-1.6271,4.385175948,0,1
1539655266.750272,-1.627,4.3426908000000015,0,1
1539655266.7815669,-1.627,4.385175948,0,1
1539655266.8133419,-1.6269,4.3426908000000015,0,1
1539655266.845291,-1.6269,4.3426908000000015,0,1
1539655266.9092999,-1.6269,4.3426908000000015,0,2
1539655266.9416242,-1.6744,3.4505026920000015,-529,2
1539655266.973527,-1.8527,2.218433400000001,-912,2
1539655267.005903,-2.027,1.6236413280000006,-1120,2
1539655267.038026,-2.209,1.2412749960000002,-1354,2
1539655267.069777,-2.3947,0.9863641080000007,-1528,2
1539655267.101748,-2.5798,0.7739383680000007,-1612,2
1539655267.1336708,-2.7657,0.646482924,-1704,2
1539655267.1658502,-2.954,0.3490868880000008,-1786,2
1539655267.197772,-3.1433,0.3490868880000008,-1818,2
1539655267.229845,-3.3349,0.2641165920000018,-1788,2
1539655267.261703,-3.5245,0.2641165920000018,-1886,2
1539655267.29365,-3.7141,0.17914629600000043,-1892,2
1539655267.3258328,-3.9048,0.17914629600000043,-1940,2
1539655267.357931,-4.0974,0.13666114800000087,-1882,2
1539655267.390101,-4.2909,0.13666114800000087,-1960,2
1539655267.421841,-4.4853,0.17914629600000043,-1898,2
1539655267.453871,-4.675,0.22163144399999998,-1824,2
1539655267.485939,-4.867,0.22163144399999998,-1848,2
1539655267.517895,-5.0607,0.22163144399999998,-1932,2
1539655267.550064,-5.2479,0.2641165920000018,-1942,2
1539655267.581784,-5.4419,0.22163144399999998,-1912,2
1539655267.6146948,-5.6321,0.22163144399999998,-1972,2
1539655267.645917,-5.8319,0.22163144399999998,-2016,2
1539655267.6780171,-6.0171,0.17914629600000043,-1922,2
1539655267.7099679,-6.2084,0.2641165920000018,-1892,2
1539655267.742304,-6.4003,0.17914629600000043,-1932,2
1539655267.7740202,-6.5954,0.22163144399999998,-1966,2
1539655267.805911,-6.784,0.22163144399999998,-1964,2
1539655267.838204,-6.9746,0.22163144399999998,-1922,2
1539655267.8700118,-7.1702,0.2641165920000018,-1972,2
1539655267.90242,-7.3593,0.22163144399999998,-1984,2
1539655267.934401,-7.5558,0.22163144399999998,-1872,2
1539655267.96623,-7.7497,0.2641165920000018,-1972,2
1539655267.998368,-7.9376,0.2641165920000018,-2000,2
1539655268.0302248,-8.1316,0.22163144399999998,-1950,2
1539655268.062336,-8.3237,0.17914629600000043,-1878,2
1539655268.094377,-8.5152,0.17914629600000043,-1850,2
1539655268.126324,-8.7069,0.17914629600000043,-1990,2
1539655268.1581671,-8.8979,0.22163144399999998,-1948,2
1539655268.190324,-9.0895,0.17914629600000043,-1952,2
1539655268.222392,-9.2819,0.22163144399999998,-1942,2
1539655268.254391,-9.4753,0.22163144399999998,-1892,2
1539655268.286509,-9.6651,0.22163144399999998,-1958,2
1539655268.3185668,-9.8602,0.22163144399999998,-1978,2
1539655268.3503208,-10.0522,0.22163144399999998,-1926,2
1539655268.382577,-10.2423,0.22163144399999998,-1984,2
1539655268.4146078,-10.4374,0.22163144399999998,-1872,2
1539655268.446414,-10.6309,0.22163144399999998,-1896,2
1539655268.478574,-10.8207,0.22163144399999998,-1870,2
1539655268.510365,-11.0144,0.22163144399999998,-1870,2
1539655268.5425029,-11.2047,0.17914629600000043,-1848,2
1539655268.5746088,-11.3991,0.17914629600000043,-1864,2
1539655268.606678,-11.5897,0.17914629600000043,-1952,2
1539655268.6386938,-11.7825,0.17914629600000043,-1956,2
1539655268.670645,-11.9737,0.22163144399999998,-1890,2
1539655268.702741,-12.1669,0.17914629600000043,-1938,2
1539655268.734487,-12.3572,0.17914629600000043,-1898,2
1539655268.7667892,-12.547,0.22163144399999998,-1980,2
1539655268.798768,-12.7404,0.22163144399999998,-1994,2
1539655268.8308659,-12.9325,0.22163144399999998,-1926,2
1539655268.862724,-13.1256,0.17914629600000043,-1954,2
1539655268.894627,-13.3166,0.22163144399999998,-1930,2
1539655268.9271228,-13.5092,0.17914629600000043,-1938,2
1539655268.958729,-13.7029,0.17914629600000043,-1916,2
1539655268.9908018,-13.8919,0.17914629600000043,-1894,2
1539655269.022687,-14.084,0.17914629600000043,-1938,2
1539655269.0547688,-14.2759,0.17914629600000043,-1936,2
1539655269.086984,-14.4686,0.22163144399999998,-1982,2
1539655269.118847,-14.6619,0.17914629600000043,-1956,2
1539655269.151058,-14.8532,0.22163144399999998,-1908,2
1539655269.182785,-15.0461,0.22163144399999998,-1972,2
1539655269.214937,-15.2356,0.22163144399999998,-1918,2
1539655269.247144,-15.4294,0.22163144399999998,-1938,2
1539655269.2789912,-15.6219,0.22163144399999998,-1962,2
1539655269.310984,-15.8103,0.22163144399999998,-1928,2
1539655269.343195,-16.0021,0.17914629600000043,-1988,2
1539655269.37489,-16.1969,0.22163144399999998,-1972,2
1539655269.406977,-16.3841,0.22163144399999998,-2124,2
1539655269.44067,-16.5723,0.22163144399999998,-2084,2
1539655269.471591,-16.7737,0.22163144399999998,-2184,2
1539655269.5035021,-16.9627,0.17914629600000043,-2144,2
1539655269.535255,-17.1517,0.22163144399999998,-2088,2
1539655269.5672169,-17.3431,0.17914629600000043,-2118,2
1539655269.599117,-17.5329,0.22163144399999998,-2138,2
1539655269.631496,-17.724,0.17914629600000043,-2160,2
1539655269.663269,-17.9154,0.22163144399999998,-2242,2
1539655269.69521,-18.1071,0.17914629600000043,-2222,2
1539655269.727228,-18.2991,0.22163144399999998,-2144,2
1539655269.7592242,-18.492,0.22163144399999998,-2160,2
1539655269.7912471,-18.6848,0.17914629600000043,-2172,2
1539655269.8234408,-18.874,0.17914629600000043,-2266,2
1539655269.8551521,-19.0717,0.17914629600000043,-2126,2
1539655269.8875678,-19.2622,0.17914629600000043,-2084,2
1539655269.9195,-19.457,0.22163144399999998,-2128,2
1539655269.951297,-19.6488,0.17914629600000043,-2184,2
1539655269.98347,-19.8368,0.22163144399999998,-2250,2
